raceId;year;name
930;2015;Spanish Grand Prix
928;2015;Chinese Grand Prix
926;2015;Australian Grand Prix
927;2015;Malaysian Grand Prix
933;2015;Austrian Grand Prix
934;2015;British Grand Prix
936;2015;Hungarian Grand Prix
937;2015;Belgian Grand Prix
938;2015;Italian Grand Prix
939;2015;Singapore Grand Prix
940;2015;Japanese Grand Prix
941;2015;Russian Grand Prix
942;2015;United States Grand Prix
943;2015;Mexican Grand Prix
944;2015;Brazilian Grand Prix
945;2015;Abu Dhabi Grand Prix
948;2016;Australian Grand Prix
949;2016;Bahrain Grand Prix
950;2016;Chinese Grand Prix
951;2016;Russian Grand Prix
952;2016;Spanish Grand Prix
953;2016;Monaco Grand Prix
954;2016;Canadian Grand Prix
955;2016;European Grand Prix
956;2016;Austrian Grand Prix
957;2016;British Grand Prix
958;2016;Hungarian Grand Prix
959;2016;German Grand Prix
960;2016;Belgian Grand Prix
961;2016;Italian Grand Prix
962;2016;Singapore Grand Prix
963;2016;Malaysian Grand Prix
964;2016;Japanese Grand Prix
965;2016;United States Grand Prix
966;2016;Mexican Grand Prix
967;2016;Brazilian Grand Prix
968;2016;Abu Dhabi Grand Prix
969;2017;Australian Grand Prix
970;2017;Chinese Grand Prix
971;2017;Bahrain Grand Prix
972;2017;Russian Grand Prix
973;2017;Spanish Grand Prix
974;2017;Monaco Grand Prix
975;2017;Canadian Grand Prix
976;2017;Azerbaijan Grand Prix
977;2017;Austrian Grand Prix
978;2017;British Grand Prix
979;2017;Hungarian Grand Prix
980;2017;Belgian Grand Prix
981;2017;Italian Grand Prix
982;2017;Singapore Grand Prix
983;2017;Malaysian Grand Prix
984;2017;Japanese Grand Prix
985;2017;United States Grand Prix
986;2017;Mexican Grand Prix
987;2017;Brazilian Grand Prix
988;2017;Abu Dhabi Grand Prix
989;2018;Australian Grand Prix
990;2018;Bahrain Grand Prix
991;2018;Chinese Grand Prix
992;2018;Azerbaijan Grand Prix
993;2018;Spanish Grand Prix
994;2018;Monaco Grand Prix
995;2018;Canadian Grand Prix
996;2018;French Grand Prix
997;2018;Austrian Grand Prix
998;2018;British Grand Prix
999;2018;German Grand Prix
1000;2018;Hungarian Grand Prix
1001;2018;Belgian Grand Prix
1002;2018;Italian Grand Prix
1003;2018;Singapore Grand Prix
1004;2018;Russian Grand Prix
1005;2018;Japanese Grand Prix
1006;2018;United States Grand Prix
1007;2018;Mexican Grand Prix
1008;2018;Brazilian Grand Prix
1009;2018;Abu Dhabi Grand Prix
1010;2019;Australian Grand Prix
1011;2019;Bahrain Grand Prix
1012;2019;Chinese Grand Prix
1013;2019;Azerbaijan Grand Prix
1014;2019;Spanish Grand Prix
1015;2019;Monaco Grand Prix
1016;2019;Canadian Grand Prix
1017;2019;French Grand Prix
1018;2019;Austrian Grand Prix
1019;2019;British Grand Prix
1020;2019;German Grand Prix
1021;2019;Hungarian Grand Prix
1022;2019;Belgian Grand Prix
1023;2019;Italian Grand Prix
1024;2019;Singapore Grand Prix
1025;2019;Russian Grand Prix
1026;2019;Japanese Grand Prix
1027;2019;Mexican Grand Prix
1028;2019;United States Grand Prix
1029;2019;Brazilian Grand Prix
1030;2019;Abu Dhabi Grand Prix
1031;2020;Austrian Grand Prix
1032;2020;Styrian Grand Prix
1033;2020;Hungarian Grand Prix
1034;2020;British Grand Prix
1035;2020;70th Anniversary Grand Prix
1036;2020;Spanish Grand Prix
1037;2020;Belgian Grand Prix
1038;2020;Italian Grand Prix
1039;2020;Tuscan Grand Prix
1040;2020;Russian Grand Prix
1041;2020;Eifel Grand Prix
1042;2020;Portuguese Grand Prix
1043;2020;Emilia Romagna Grand Prix
1044;2020;Turkish Grand Prix
1045;2020;Bahrain Grand Prix
1046;2020;Sakhir Grand Prix
1047;2020;Abu Dhabi Grand Prix
1053;2021;Emilia Romagna Grand Prix
1074;2022;Bahrain Grand Prix
1052;2021;Bahrain Grand Prix
1051;2021;Qatar Grand Prix
1054;2021;Portuguese Grand Prix
1055;2021;Spanish Grand Prix
1056;2021;Monaco Grand Prix
1057;2021;Azerbaijan Grand Prix
1058;2021;Styrian Grand Prix
1059;2021;French Grand Prix
1060;2021;Austrian Grand Prix
1061;2021;British Grand Prix
1062;2021;Hungarian Grand Prix
1063;2021;Belgian Grand Prix
1064;2021;Dutch Grand Prix
1065;2021;Italian Grand Prix
1066;2021;Russian Grand Prix
1067;2021;Turkish Grand Prix
1069;2021;United States Grand Prix
1070;2021;Mexico City Grand Prix
1071;2021;São Paulo Grand Prix
1072;2021;Saudi Arabian Grand Prix
1073;2021;Abu Dhabi Grand Prix
1075;2022;Saudi Arabian Grand Prix
1076;2022;Australian Grand Prix
1077;2022;Emilia Romagna Grand Prix
1078;2022;Miami Grand Prix
1079;2022;Spanish Grand Prix
1080;2022;Monaco Grand Prix
1081;2022;Azerbaijan Grand Prix
1082;2022;Canadian Grand Prix
1083;2022;British Grand Prix
1084;2022;Austrian Grand Prix
1085;2022;French Grand Prix
1086;2022;Hungarian Grand Prix
1087;2022;Belgian Grand Prix
1088;2022;Dutch Grand Prix
1089;2022;Italian Grand Prix
1091;2022;Singapore Grand Prix
1092;2022;Japanese Grand Prix
1093;2022;United States Grand Prix
1094;2022;Mexico City Grand Prix
1095;2022;Brazilian Grand Prix
1096;2022;Abu Dhabi Grand Prix
